emotion,emotion_label,heart_rate,hrv,skin_conductance,movement,respiratory_rate,temperature,acceleration_x,acceleration_y,acceleration_z,ambient_light,blood_oxygen,timestamp,individual_id
anxious,4,83.22344976258066,18.733525184636477,0.685,0.186,27.598,36.74,0.11,0.04,9.857,0.15,95.3,2025-07-16T19:04:08.577150,44
anxious,4,104.92450903002754,28.292425073385328,0.742,0.355,18.199,36.96,0.311,0.203,9.5,0.639,94.7,2025-07-16T19:04:08.500207,26
anxious,4,149.58661637351457,11.384386295615458,0.743,0.446,24.522,37.38,-0.001,-0.06,9.895,0.209,94.6,2025-07-16T19:04:08.562458,47
excited,2,104.03974394048292,40.577241911752715,0.464,0.148,14.506,37.1,-0.011,-0.177,9.718,0.877,96.3,2025-07-16T19:04:08.311680,36
calm,0,100.58188851454777,34.294331480309815,0.42,0.152,14.661,36.65,-0.286,-0.192,9.747,0.673,96.5,2025-07-16T19:04:08.187808,40
excited,2,103.56659099344746,35.67786257924256,0.475,0.478,16.493,36.89,0.081,-0.089,9.707,0.391,95.6,2025-07-16T19:04:08.320109,49
stressed,3,83.55010858291614,16.632325647479988,0.814,0.307,17.283,36.74,-0.134,0.067,9.953,0.33,95.7,2025-07-16T19:04:08.472666,35
anxious,4,99.08555352400448,11.981087538081088,0.722,0.431,18.0,37.02,0.383,-0.689,9.373,0.383,94.9,2025-07-16T19:04:08.498773,7
focused,1,72.68894134773079,46.193766594810455,0.453,0.022,14.688,36.54,0.012,0.001,9.786,0.359,96.8,2025-07-16T19:04:08.246296,2
fatigued,5,87.75514133750065,19.09364201962044,0.201,0.128,14.521,36.79,0.002,-0.06,9.807,0.324,97.3,2025-07-16T19:04:08.593223,47
excited,2,69.58037544911001,28.100897874811572,0.511,0.493,14.318,36.98,-0.058,-0.314,9.699,0.738,95.8,2025-07-16T19:04:08.332697,22
stressed,3,112.4182262625364,22.78400748247179,0.659,0.413,20.325,37.14,0.254,-0.487,10.07,0.922,94.2,2025-07-16T19:04:08.422449,9
calm,0,79.52469628768358,49.69039801403821,0.286,0.074,13.128,36.7,-0.008,0.018,9.781,0.89,96.5,2025-07-16T19:04:08.109545,16
excited,2,81.82830365954388,32.31452385859022,0.627,0.101,18.971,36.55,-0.054,-0.055,9.778,0.31,96.9,2025-07-16T19:04:08.341084,3
calm,0,77.867127819932,44.341995849036195,0.185,0.075,14.604,36.71,-0.002,0.04,9.837,0.563,97.2,2025-07-16T19:04:08.158476,48
focused,1,78.90801894926621,57.45642793677351,0.34,0.058,15.009,36.58,0.012,0.047,9.767,0.102,96.7,2025-07-16T19:04:08.268008,13
anxious,4,77.48257776187238,17.635955230109953,0.859,0.238,28.166,36.69,-0.351,-0.146,9.727,0.821,95.4,2025-07-16T19:04:08.560267,32
focused,1,87.97250548722828,33.48401716346658,0.39,0.05,13.837,36.56,0.041,0.007,9.839,0.983,96.8,2025-07-16T19:04:08.221388,47
anxious,4,87.34614036795955,15.723863491396633,0.741,0.266,25.462,36.83,0.023,-0.134,9.901,0.802,96.6,2025-07-16T19:04:08.545011,1
stressed,3,100.05033318801765,18.14722532899481,0.663,0.383,22.181,37.01,0.549,0.483,9.781,0.769,96.7,2025-07-16T19:04:08.451528,39
excited,2,81.14797858421483,39.30786841557395,0.669,0.613,20.567,36.84,-0.727,-0.452,9.755,0.962,95.0,2025-07-16T19:04:08.336923,28
focused,1,62.19650279649643,54.72099574205843,0.327,0.045,15.642,36.47,-0.005,0.075,9.797,0.102,97.7,2025-07-16T19:04:08.257479,16
calm,0,71.11252770955477,39.38472715879312,0.287,0.078,13.599,36.47,-0.046,0.122,9.814,0.416,96.8,2025-07-16T19:04:08.186449,37
excited,2,93.1586741632735,50.586181990905345,0.57,0.603,17.868,37.11,-0.037,-0.462,10.176,0.486,96.4,2025-07-16T19:04:08.320417,21
fatigued,5,69.67099470011986,25.826955924922196,0.332,0.105,8.0,36.57,0.059,-0.037,9.757,0.475,96.6,2025-07-16T19:04:08.583814,10
excited,2,79.06396165924548,37.572007364512906,0.479,0.587,20.649,37.14,0.484,0.506,9.9,0.532,95.4,2025-07-16T19:04:08.356070,19
excited,2,91.21696249981103,36.924656810059666,0.4,0.288,24.0,36.84,-0.215,0.065,9.755,0.623,95.9,2025-07-16T19:04:08.358687,38
excited,2,87.0761267630265,41.290788930681714,0.625,0.344,14.293,36.6,0.488,-0.264,9.735,0.439,96.6,2025-07-16T19:04:08.395901,27
focused,1,80.38112746258973,55.34635170335641,0.311,0.0,16.147,36.31,0.0,0.0,9.8,0.336,96.9,2025-07-16T19:04:08.219635,34
stressed,3,87.63634546883986,18.093445982584786,0.538,0.316,22.716,36.75,0.249,-0.339,9.782,0.767,96.0,2025-07-16T19:04:08.476908,34
calm,0,76.68174248669487,53.96156097451586,0.303,0.046,16.179,36.66,0.004,0.015,9.79,0.182,97.6,2025-07-16T19:04:08.192304,14
anxious,4,127.24871224568507,10.998393542248115,0.66,0.191,18.319,37.12,0.313,-0.075,9.648,0.501,95.3,2025-07-16T19:04:08.567134,47
calm,0,72.66854865131018,43.95313306739554,0.218,0.117,15.775,36.77,0.125,-0.031,9.833,0.721,97.0,2025-07-16T19:04:08.212857,46
excited,2,88.03700994840007,37.20472393783308,0.676,0.563,18.426,36.83,-0.128,-0.028,9.667,0.264,95.1,2025-07-16T19:04:08.348535,5
fatigued,5,78.46905698423696,14.064777957943935,0.195,0.171,14.404,36.54,0.164,-0.072,9.636,0.701,97.4,2025-07-16T19:04:08.627717,40
focused,1,60.490205516065366,51.49801818809805,0.414,0.059,17.516,36.38,-0.134,-0.021,9.843,0.203,98.0,2025-07-16T19:04:08.268983,46
anxious,4,96.3183282019986,24.909699047908976,0.659,0.253,28.312,36.81,-0.112,0.212,9.957,0.168,95.6,2025-07-16T19:04:08.565105,42
fatigued,5,50.50708651562061,28.590459224047436,0.302,0.05,12.476,36.53,-0.049,0.07,9.811,0.829,98.1,2025-07-16T19:04:08.590180,6
stressed,3,130.3884166306397,16.04809736604927,0.641,0.434,19.383,37.02,0.037,-0.013,10.142,0.114,95.4,2025-07-16T19:04:08.491698,47
fatigued,5,69.05254640762293,15.657498564191389,0.286,0.107,13.798,36.61,-0.23,0.026,9.811,0.723,96.8,2025-07-16T19:04:08.621168,31
stressed,3,79.63242009868728,21.83956527025835,0.65,0.307,22.823,36.89,-0.042,0.107,9.517,0.766,95.9,2025-07-16T19:04:08.434419,18
focused,1,84.48559055061092,66.4094047455103,0.447,0.022,15.955,36.91,-0.012,0.002,9.78,0.261,96.4,2025-07-16T19:04:08.294238,48
calm,0,92.00130060616996,32.588865597879604,0.462,0.076,12.192,36.69,-0.037,-0.112,9.788,0.504,96.6,2025-07-16T19:04:08.214407,8
excited,2,77.16855110649858,44.62273878964884,0.402,0.604,17.567,36.89,0.816,-0.079,9.73,0.251,96.3,2025-07-16T19:04:08.318704,12
stressed,3,95.7330600096897,24.10439446800447,0.675,0.515,16.0,37.04,0.54,0.123,9.967,0.816,94.3,2025-07-16T19:04:08.415188,31
excited,2,93.4449111937409,28.809865753217696,0.667,0.579,21.362,37.17,-0.125,-0.23,9.59,0.841,94.5,2025-07-16T19:04:08.311208,44
excited,2,93.41016250163705,26.15584293402939,0.656,0.261,14.358,36.95,0.386,-0.481,9.655,0.718,94.7,2025-07-16T19:04:08.379593,44
excited,2,86.28975670116016,39.46385626532621,0.761,0.1,14.0,36.7,-0.072,-0.053,9.719,0.314,95.8,2025-07-16T19:04:08.312461,38
focused,1,59.34138293784183,48.52399241879331,0.524,0.023,14.545,36.5,0.023,-0.014,9.802,0.688,96.6,2025-07-16T19:04:08.256829,6
excited,2,100.2286731810057,38.77808254557477,0.708,0.271,16.861,37.0,0.499,0.415,9.808,0.909,94.7,2025-07-16T19:04:08.305637,25
fatigued,5,72.33278619585538,23.916100841742082,0.266,0.051,10.992,36.61,-0.041,0.072,9.788,0.725,97.1,2025-07-16T19:04:08.599639,9
fatigued,5,67.16289747680855,34.32929207870227,0.327,0.205,11.737,36.49,-0.114,-0.158,9.823,0.629,96.5,2025-07-16T19:04:08.587564,16
excited,2,100.42410842803051,35.73257530391762,0.408,0.287,18.442,36.9,0.474,0.379,9.796,0.567,95.8,2025-07-16T19:04:08.367382,27
fatigued,5,72.68113691288744,22.044095521101323,0.247,0.113,16.0,36.51,-0.092,0.064,9.814,0.303,97.0,2025-07-16T19:04:08.656567,33
stressed,3,100.03222750030544,32.24754645664758,0.9,0.22,18.117,36.91,0.019,0.058,9.801,0.913,95.2,2025-07-16T19:04:08.418371,37
excited,2,97.17083527197603,16.553760215277602,0.436,0.263,15.157,36.89,0.197,0.006,9.882,0.521,95.5,2025-07-16T19:04:08.335465,4
anxious,4,113.16940688236097,15.648384430828303,0.789,0.447,18.0,37.22,-0.035,0.423,9.872,0.265,94.3,2025-07-16T19:04:08.530257,25
stressed,3,83.18620055466704,15.843057181249566,0.838,0.492,17.859,36.91,0.158,0.113,9.232,0.807,95.5,2025-07-16T19:04:08.446393,32
calm,0,88.15734021702242,44.35448892977054,0.349,0.085,16.166,36.51,0.077,-0.034,9.823,0.682,97.3,2025-07-16T19:04:08.149614,11
fatigued,5,63.01485782393477,24.88648445458989,0.192,0.098,8.891,36.42,0.02,-0.247,9.767,0.129,97.3,2025-07-16T19:04:08.657347,44
calm,0,59.83476774989698,51.36058635934771,0.408,0.095,14.07,36.6,0.022,0.098,9.821,0.113,97.1,2025-07-16T19:04:08.164813,18
fatigued,5,80.49128234426296,30.422847674383103,0.279,0.051,16.0,36.51,-0.068,0.032,9.786,0.511,96.9,2025-07-16T19:04:08.643376,8
stressed,3,108.16981616766286,24.035583480616005,0.759,0.251,16.0,37.09,0.539,0.076,9.755,0.316,94.9,2025-07-16T19:04:08.487480,17
focused,1,94.0046481608866,47.476033653379844,0.51,0.07,15.361,36.67,-0.131,0.026,9.8,0.914,96.0,2025-07-16T19:04:08.220024,47
anxious,4,110.05289654687161,19.429035948414263,0.833,0.235,28.707,37.1,0.336,0.21,9.815,0.956,94.7,2025-07-16T19:04:08.510285,5
excited,2,97.78877127432504,30.08993565211409,0.688,0.644,16.062,37.24,0.426,0.006,10.354,0.191,94.6,2025-07-16T19:04:08.349629,3
excited,2,102.85364897266149,31.03283012273696,0.539,0.309,14.011,36.82,0.095,-0.012,9.835,0.368,96.0,2025-07-16T19:04:08.411191,40
excited,2,80.60920131643036,30.783608025944663,0.556,0.639,17.287,36.84,-0.795,0.051,10.031,0.69,95.8,2025-07-16T19:04:08.305156,4
calm,0,61.892093360641525,51.73532590613951,0.368,0.145,10.508,36.65,-0.02,0.108,9.791,0.689,96.6,2025-07-16T19:04:08.142147,29
stressed,3,87.58278552995696,13.259094080109458,0.721,0.379,16.361,36.94,0.142,-0.145,9.972,0.191,95.3,2025-07-16T19:04:08.426947,7
anxious,4,107.8253668878058,19.012192888037262,0.828,0.398,18.0,36.89,0.301,0.273,9.66,0.431,94.6,2025-07-16T19:04:08.573956,13
stressed,3,116.30717599526686,15.923674451314966,0.756,0.154,21.849,36.77,0.205,0.236,9.694,0.848,95.8,2025-07-16T19:04:08.488286,40
excited,2,92.58734180643023,28.96869932528587,0.642,0.374,20.607,36.99,-0.161,0.594,9.672,0.654,96.1,2025-07-16T19:04:08.343183,28
fatigued,5,64.7301021937369,33.11245778534318,0.252,0.05,8.669,36.51,0.015,-0.008,9.82,0.635,97.3,2025-07-16T19:04:08.619588,25
focused,1,58.23947079595163,34.225600094173814,0.393,0.061,14.508,36.19,0.073,-0.075,9.762,0.48,96.6,2025-07-16T19:04:08.241141,24
calm,0,52.00642543614527,41.64294749468382,0.399,0.023,13.798,36.33,-0.016,-0.027,9.793,0.818,96.7,2025-07-16T19:04:08.199414,19
stressed,3,82.09570514684437,32.69721621065477,0.5,0.274,16.0,36.89,-0.043,-0.057,9.815,0.661,97.3,2025-07-16T19:04:08.493810,36
fatigued,5,55.666933424275086,33.05376829671866,0.289,0.188,9.237,36.56,0.187,-0.163,9.854,0.683,98.0,2025-07-16T19:04:08.620234,32
anxious,4,94.01063743693142,15.318126320928641,0.72,0.389,27.568,37.14,0.071,0.629,9.749,0.879,95.2,2025-07-16T19:04:08.537318,35
excited,2,92.92773350312903,30.94059798618564,0.651,0.496,21.141,36.92,0.598,0.012,9.975,0.865,96.2,2025-07-16T19:04:08.316831,10
focused,1,82.71975142675846,52.40510901653339,0.447,0.02,13.311,36.74,0.013,-0.012,9.803,0.543,96.9,2025-07-16T19:04:08.247610,7
stressed,3,103.15870629898313,20.836940179627426,0.595,0.157,21.302,36.65,-0.232,-0.112,9.68,0.25,96.3,2025-07-16T19:04:08.481784,15
stressed,3,111.55765445450841,20.622332215249813,0.613,0.225,18.278,36.85,-0.061,-0.108,9.797,0.793,95.7,2025-07-16T19:04:08.473794,8
focused,1,92.77101139428738,55.59392101382031,0.461,0.016,14.494,36.56,0.006,0.001,9.803,0.784,96.0,2025-07-16T19:04:08.261306,45
anxious,4,100.32079971803893,15.908826054254446,0.892,0.225,24.072,37.01,0.106,-0.404,9.81,0.765,94.8,2025-07-16T19:04:08.524042,31
focused,1,64.77189374377687,46.822210987640695,0.375,0.025,14.626,36.85,0.011,-0.021,9.806,0.302,96.9,2025-07-16T19:04:08.297112,30
calm,0,69.00901133239428,50.394638237327364,0.351,0.069,14.233,36.84,-0.035,0.185,9.801,0.904,96.2,2025-07-16T19:04:08.206863,6
fatigued,5,60.20391381673043,21.742979163317766,0.256,0.068,12.515,36.43,-0.03,-0.07,9.799,0.531,97.2,2025-07-16T19:04:08.588876,7
focused,1,79.17872613675527,60.93881600702051,0.434,0.038,17.072,36.57,0.011,0.027,9.79,0.655,96.5,2025-07-16T19:04:08.256501,48
fatigued,5,62.80011544686877,23.63314151745387,0.282,0.082,11.669,36.45,0.167,0.075,9.764,0.417,97.3,2025-07-16T19:04:08.620857,17
stressed,3,86.31324835964621,11.941532114459875,0.5,0.309,24.125,36.92,-0.391,0.143,9.595,0.823,95.4,2025-07-16T19:04:08.456994,24
excited,2,95.35750789435362,36.0661907111705,0.8,0.263,14.919,37.05,-0.362,-0.07,9.822,0.316,95.3,2025-07-16T19:04:08.389941,13
excited,2,81.25947271520138,22.009897254122777,0.512,0.375,19.215,36.71,-0.187,-0.217,9.955,0.106,96.7,2025-07-16T19:04:08.407520,4
anxious,4,79.50980949223434,17.308575969820037,0.915,0.341,20.771,36.86,0.041,-0.336,9.951,0.944,96.1,2025-07-16T19:04:08.573798,46
anxious,4,83.8575800110905,9.929166906051227,0.848,0.412,22.683,36.87,-0.506,-0.192,10.102,0.236,95.7,2025-07-16T19:04:08.555294,7
stressed,3,79.3483948685453,18.555541934951062,0.59,0.433,18.22,36.99,-0.383,0.086,9.95,0.868,95.9,2025-07-16T19:04:08.481133,31
excited,2,108.3237335679776,39.28750473276941,0.706,0.405,19.002,37.12,0.495,-0.212,9.613,0.616,94.6,2025-07-16T19:04:08.333839,48
stressed,3,105.76574297530517,23.217343562882498,0.724,0.303,20.628,37.1,-0.152,0.583,9.722,0.652,94.7,2025-07-16T19:04:08.481295,12
anxious,4,89.64926365378831,13.80078603173858,0.672,0.207,28.814,36.67,-0.093,-0.286,9.821,0.266,94.7,2025-07-16T19:04:08.547978,31
focused,1,87.09135613699593,53.810427023482184,0.348,0.044,13.561,36.63,0.007,0.011,9.794,0.548,95.8,2025-07-16T19:04:08.221220,38
calm,0,93.13869614854957,40.66640576128236,0.227,0.222,13.111,36.86,0.376,0.261,9.633,0.356,97.0,2025-07-16T19:04:08.133646,15
anxious,4,75.61660173364717,19.227517225931702,0.95,0.257,18.0,36.83,0.236,-0.008,9.946,0.709,94.7,2025-07-16T19:04:08.514391,18
fatigued,5,61.007716286228174,13.53228614866396,0.35,0.15,12.239,36.43,0.115,-0.232,9.926,0.658,96.6,2025-07-16T19:04:08.660373,24
excited,2,86.21515933077879,16.384074484100125,0.685,0.554,17.564,36.87,-0.373,1.504,10.19,0.651,95.5,2025-07-16T19:04:08.372088,33
calm,0,62.42971330977735,59.123465588329175,0.299,0.102,15.483,36.58,-0.033,0.187,9.741,0.274,97.2,2025-07-16T19:04:08.153187,10
fatigued,5,70.47292754723324,16.561344612681932,0.24,0.051,10.096,36.4,-0.077,0.041,9.821,0.684,97.3,2025-07-16T19:04:08.633682,2
focused,1,73.68347962637027,76.44914914998502,0.463,0.06,14.108,36.45,-0.013,0.002,9.804,0.38,96.2,2025-07-16T19:04:08.260981,10
calm,0,88.84780949196737,33.74084439974601,0.253,0.095,14.894,36.68,0.019,0.027,9.719,0.775,97.5,2025-07-16T19:04:08.163795,27
excited,2,104.59663618782989,23.93102107368696,0.503,0.286,23.81,36.94,-1.05,0.126,9.784,0.938,96.2,2025-07-16T19:04:08.328307,3
fatigued,5,61.87515607054108,14.702126639424005,0.284,0.072,13.429,36.48,0.046,-0.017,9.804,0.756,97.9,2025-07-16T19:04:08.580556,31
excited,2,112.0794533160697,33.39792793913534,0.422,0.326,18.597,36.99,-0.41,0.013,9.81,0.157,95.9,2025-07-16T19:04:08.358131,26
focused,1,71.5499332804543,48.83613696311893,0.471,0.032,16.37,36.59,-0.016,0.02,9.843,0.787,96.2,2025-07-16T19:04:08.299176,20
anxious,4,90.2762836091021,14.371268303351805,0.817,0.403,26.511,36.84,0.435,-0.102,9.751,0.925,95.5,2025-07-16T19:04:08.531354,26
calm,0,58.88037478481889,36.726487140913044,0.172,0.056,13.266,36.48,-0.003,-0.002,9.803,0.25,98.0,2025-07-16T19:04:08.188000,0
anxious,4,117.91121821989067,26.37063483638979,0.918,0.528,23.535,37.16,-0.301,0.335,9.794,0.686,94.0,2025-07-16T19:04:08.574428,2
excited,2,90.71063765015835,25.99437451543003,0.68,0.331,20.964,36.85,-0.289,-0.422,9.491,0.569,95.9,2025-07-16T19:04:08.310260,13
anxious,4,86.09151082277377,24.691799164503124,0.907,0.394,23.015,37.2,-0.653,0.166,9.46,0.281,94.3,2025-07-16T19:04:08.570729,22
anxious,4,109.80261997096609,25.54248136118917,0.857,0.19,18.06,36.9,-0.068,-0.014,9.827,0.817,94.5,2025-07-16T19:04:08.498076,43
calm,0,75.86570112720099,38.94407363213288,0.272,0.088,14.97,36.31,0.022,-0.092,9.826,0.658,96.7,2025-07-16T19:04:08.138316,41
calm,0,72.53179975935234,56.63001418033947,0.279,0.117,14.333,36.57,0.085,-0.05,9.797,0.238,97.7,2025-07-16T19:04:08.136018,4
fatigued,5,62.134740481251306,21.274170584996597,0.283,0.117,12.615,36.54,-0.012,0.069,9.843,0.824,97.2,2025-07-16T19:04:08.633371,13
anxious,4,111.3673722313375,23.098336670154374,0.727,0.419,23.854,37.18,0.547,0.397,9.698,0.475,95.3,2025-07-16T19:04:08.568858,37
calm,0,73.35078074681498,26.20506658364553,0.318,0.069,17.802,36.63,0.085,0.046,9.814,0.258,95.8,2025-07-16T19:04:08.136512,31
stressed,3,94.28630366332729,23.94439556773896,0.549,0.338,19.209,36.73,-0.217,-0.051,9.654,0.929,95.6,2025-07-16T19:04:08.412444,7
anxious,4,113.6965350593617,13.043024461422991,0.724,0.261,18.299,36.95,-0.116,0.462,9.833,0.523,94.3,2025-07-16T19:04:08.519996,1
fatigued,5,71.17949935949487,35.69208070627559,0.212,0.205,11.553,36.43,0.007,0.102,9.873,0.658,97.7,2025-07-16T19:04:08.624474,43
fatigued,5,55.75508443876466,25.080858326435543,0.298,0.151,11.245,36.37,-0.367,0.169,9.909,0.601,97.2,2025-07-16T19:04:08.631481,0
anxious,4,102.62356809263522,13.541690281613455,0.782,0.408,18.203,37.0,-0.468,-0.514,10.034,0.586,96.2,2025-07-16T19:04:08.503605,2
stressed,3,124.42038553211276,25.52808974591836,0.673,0.366,16.0,36.9,0.424,-0.166,9.86,0.706,94.9,2025-07-16T19:04:08.421963,45
fatigued,5,78.97426829434531,24.025465836405957,0.285,0.14,12.531,36.45,0.256,-0.027,9.845,0.748,97.3,2025-07-16T19:04:08.635774,26
anxious,4,83.6608566736923,20.269890030744943,0.772,0.392,19.005,36.88,0.167,-0.921,10.195,0.292,95.5,2025-07-16T19:04:08.578875,13
anxious,4,94.96895375462647,13.942294866396832,0.724,0.306,26.087,36.77,0.348,-0.328,9.608,0.461,95.7,2025-07-16T19:04:08.527105,37
calm,0,80.81336700161066,76.05262174643855,0.266,0.119,15.9,36.49,-0.146,-0.197,9.744,0.99,96.2,2025-07-16T19:04:08.145221,49
fatigued,5,64.43300757192905,20.644878004972337,0.303,0.135,12.083,36.49,-0.137,0.103,9.913,0.144,97.6,2025-07-16T19:04:08.619754,12
calm,0,75.47705992554475,48.97407280144351,0.432,0.15,10.727,36.31,-0.036,0.013,9.839,0.813,96.5,2025-07-16T19:04:08.151834,43
stressed,3,107.54425951445998,12.951729563313823,0.641,0.447,21.508,37.03,-0.707,0.322,9.679,0.462,96.7,2025-07-16T19:04:08.432644,49
excited,2,96.02217928264652,33.410085502071055,0.62,0.513,21.528,36.98,-0.455,-0.018,9.974,0.247,95.7,2025-07-16T19:04:08.390877,43
focused,1,78.6050431687243,52.21632666974466,0.348,0.052,13.529,36.74,-0.018,-0.002,9.795,0.81,96.8,2025-07-16T19:04:08.279450,10
excited,2,114.51543186826089,32.978862389234756,0.755,0.462,14.0,37.09,0.332,-0.076,9.466,0.477,94.7,2025-07-16T19:04:08.337737,40
excited,2,72.15210517410979,24.884480572596186,0.58,0.437,18.087,36.92,-0.374,0.846,9.739,0.993,96.0,2025-07-16T19:04:08.367716,19
fatigued,5,49.68384216090871,21.2190373124096,0.312,0.162,12.381,36.41,-0.005,-0.262,9.849,0.517,97.5,2025-07-16T19:04:08.638120,19
calm,0,71.34823208184251,28.063732768639895,0.26,0.076,13.91,36.35,-0.057,0.038,9.749,0.322,97.5,2025-07-16T19:04:08.107536,38
focused,1,64.15618995667447,62.957492439171,0.423,0.081,15.647,36.56,0.048,0.09,9.779,0.337,97.1,2025-07-16T19:04:08.282782,22
fatigued,5,84.5219241753111,26.70244948772546,0.183,0.275,12.617,36.81,0.645,0.119,9.819,0.595,97.6,2025-07-16T19:04:08.605009,8
anxious,4,91.08172952661229,13.583023450771895,0.758,0.413,28.918,36.96,0.055,-0.233,9.923,0.143,95.4,2025-07-16T19:04:08.578100,31
calm,0,64.6934669158236,44.534676138552356,0.415,0.147,11.768,36.5,0.244,0.022,9.754,0.42,97.1,2025-07-16T19:04:08.140136,20
calm,0,60.65907469771549,54.46541967203799,0.381,0.115,17.312,36.45,0.14,-0.137,9.815,0.524,96.2,2025-07-16T19:04:08.139644,44
focused,1,58.743048065148194,62.620089445454006,0.379,0.079,14.327,36.58,-0.057,-0.054,9.794,0.345,97.5,2025-07-16T19:04:08.236876,0
stressed,3,91.04725972502594,24.68728128789785,0.627,0.211,17.99,36.88,-0.224,-0.142,9.824,0.493,95.6,2025-07-16T19:04:08.468091,28
fatigued,5,54.00514565588279,19.05658039670996,0.337,0.058,9.641,36.41,0.019,-0.016,9.838,0.365,97.0,2025-07-16T19:04:08.644628,44
calm,0,65.23004890261707,29.87985017201245,0.308,0.204,16.187,36.35,-0.069,0.239,9.678,0.511,97.1,2025-07-16T19:04:08.164311,1
anxious,4,105.67110486166112,22.006819994968723,0.897,0.444,18.0,37.34,-0.494,0.192,9.995,0.52,94.5,2025-07-16T19:04:08.542352,44
fatigued,5,70.0390325022768,27.719163820620192,0.254,0.313,12.699,36.74,-0.479,-0.04,9.837,0.779,96.7,2025-07-16T19:04:08.585394,7
anxious,4,152.03972606329785,22.363539440595055,0.813,0.434,21.029,37.34,-0.376,-0.018,9.956,0.806,92.9,2025-07-16T19:04:08.567916,47
anxious,4,87.80388771215767,13.190093861308737,0.914,0.171,31.297,36.73,0.243,0.49,9.935,0.633,96.1,2025-07-16T19:04:08.517974,9
excited,2,81.75596389312953,35.356120966416626,0.484,0.568,14.0,36.92,0.329,0.116,9.675,0.603,96.9,2025-07-16T19:04:08.318236,39
stressed,3,79.91395943731162,18.085655013313588,0.767,0.459,26.85,36.82,0.686,0.741,9.433,0.432,96.2,2025-07-16T19:04:08.497082,9
anxious,4,110.9500580195498,13.604426497925958,0.858,0.443,26.941,37.27,0.918,0.854,10.07,0.891,95.6,2025-07-16T19:04:08.574112,48
calm,0,80.06078477017368,38.77309465930891,0.332,0.106,14.696,36.74,0.055,0.026,9.869,0.28,96.9,2025-07-16T19:04:08.167663,15
anxious,4,87.33069698654057,20.207990034477874,0.95,0.369,26.578,36.93,-0.215,-0.087,9.541,0.798,96.5,2025-07-16T19:04:08.563546,36
focused,1,84.6409388409183,48.79533540056501,0.358,0.063,16.558,36.5,-0.061,-0.009,9.827,0.231,97.1,2025-07-16T19:04:08.252412,48
focused,1,68.62699346346697,77.04306312107877,0.401,0.05,14.03,36.7,-0.02,-0.023,9.766,0.563,96.8,2025-07-16T19:04:08.277543,35
excited,2,82.64145685530035,22.578761203609066,0.554,0.557,14.0,37.05,0.393,0.619,9.262,0.588,96.0,2025-07-16T19:04:08.312306,12
focused,1,77.26108169694862,43.81077288853381,0.541,0.031,12.435,36.79,0.011,0.034,9.802,0.18,96.2,2025-07-16T19:04:08.235228,5
fatigued,5,48.63052480095319,27.458374798903822,0.181,0.101,12.126,36.42,-0.189,-0.059,9.824,0.117,97.9,2025-07-16T19:04:08.626935,22
